id,domain,taskId,topic,question,answerA,answerB,answerC,answerD,correctAnswer,answerIndex,rationale,difficulty,source,chapter,sourceItemId,status,coachBob,release,questionType,cognitiveLevel,studyRedirect,sourceUrl,integrationRelease,integrationDecision,appAction,contentHash,userApprovedForStaging,approvalRelease,priorStatus,reviewNotes
RPSGT-B6-S099,1,1C,Pap Refusal After Education,What is the best patient-education response for PAP refusal after education?,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,"Respect refusal, follow facility policy, and document education, attempts, and stated reason.",Promise a specific treatment outcome.,C,2,Refusal should be handled respectfully and documented.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Provide therapy support,RPSGT-B6-S099,Live,Teaching is not forcing.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,3a090f5eb9d99c4a,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S100,1,1B,Insomnia Treatment Questions During Setup,What is the best patient-education response for insomnia treatment questions during setup?,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,Provide general study-related guidance and refer treatment questions to the appropriate clinician.,D,3,Technologists should not create treatment plans outside scope.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S100,Live,Point them to the right clinician.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,d64a241363096661,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S101,1,1B,Biocalibration Instructions,What is the best patient-education response for biocalibration instructions?,Explain that biocals help verify signal responses and identify channels during recording.,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,A,0,Biocals support signal verification.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S101,Live,Biocals are the patient's preflight check.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,bf778467402c41e0,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S102,1,1B,Respectful Language,What is the best patient-education response for respectful language?,Give a final diagnosis to reduce uncertainty.,"Use clear, respectful, nonjudgmental language to support patient cooperation.",Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,B,1,Respectful communication builds trust.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S102,Live,Respect gets better data than intimidation.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,6dd6f0f61c4c8e60,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S103,1,1C,Pap Claustrophobia,What is the best patient-education response for PAP claustrophobia?,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,"Pause, reassure, try comfort measures or alternate interfaces per protocol, and document tolerance.",Promise a specific treatment outcome.,C,2,Claustrophobia should be managed with support and protocol-based options.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Provide therapy support,RPSGT-B6-S103,Live,Do not try to win an argument with a mask.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,7e0a8e9360b42413,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S104,1,1B,Patient Worried About Moving,What is the best patient-education response for patient worried about moving?,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,Tell them to sleep naturally and call for help if wires or sensors feel displaced.,D,3,Patients should sleep normally and know how to request help.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S104,Live,Do not turn the patient into a statue.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,0367f35485e29705,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S105,1,1C,Oxygen Tubing Education,What is the best patient-education response for oxygen tubing education?,"Teach basic oxygen safety, tubing awareness, and when to call for assistance.",Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,A,0,Oxygen education should emphasize safety and mobility.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Provide therapy support,RPSGT-B6-S105,Live,Oxygen tubing is another trip hazard.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,8cdbcc1cd8b36efa,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S106,1,1B,Limited English Proficiency,What is the best patient-education response for limited English proficiency?,Give a final diagnosis to reduce uncertainty.,Use approved interpreter or communication resources according to facility policy.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,B,1,Clear communication supports safety and informed participation.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S106,Live,"If they cannot understand you, get the right help.",v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,e5fa10b2da3d63b7,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S107,1,1B,Hearing Impairment And Intercom Use,What is the best patient-education response for hearing impairment and intercom use?,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Establish an accessible communication method before lights out.,Promise a specific treatment outcome.,C,2,Patients need a reliable way to communicate overnight.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S107,Live,Communication plans are part of setup.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,c852bab815085f92,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S108,1,1B,Asking What An Arousal Means,What is the best patient-education response for asking what an arousal means?,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,Explain generally without interpreting the patient's specific study results.,D,3,Terminology education can stay within scope when not diagnostic.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S108,Live,Explain the word without interpreting the night.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,1b4507317d7e8525,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S109,1,1B,Possible Split-Night Study,What is the best patient-education response for possible split-night study?,Explain that PAP may be started if criteria and order/protocol conditions are met.,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,A,0,"Split-night therapy is conditional, not guaranteed.",Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S109,Live,"Set expectations early: maybe PAP, not guaranteed PAP.",v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,287a5b1841b09bba,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S110,1,1B,When Results Will Be Ready,What is the best patient-education response for when results will be ready?,Give a final diagnosis to reduce uncertainty.,Provide the facility's usual result process and follow-up contact without promising uncertain timing.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,B,1,Results should follow official workflow.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S110,Live,Do not make promises the system has to keep.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,a781ce535c8e969a,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S111,1,1C,Difficult Pap Night Discouragement,What is the best patient-education response for difficult PAP night discouragement?,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Acknowledge difficulty and direct comfort concerns and follow-up through the care team.,Promise a specific treatment outcome.,C,2,Support can encourage follow-up without guarantees.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Provide therapy support,RPSGT-B6-S111,Live,One tough night does not define therapy.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,a956aaf13196d846,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S112,1,1B,Embarrassment About Snoring Or Body Size,What is the best patient-education response for embarrassment about snoring or body size?,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,"Use neutral, respectful language focused on the purpose of the study and comfort.",D,3,Respectful language protects dignity and trust.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S112,Live,People remember how you made them feel.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,c2275baa4d5c627d,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S113,1,1B,Scalp Electrodes Safety,What is the best patient-education response for scalp electrodes safety?,Explain that electrodes record surface signals and should not deliver electricity during routine PSG.,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,A,0,Patients may fear wires; clear education helps.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S113,Live,Explain recorders versus stimulators.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,22a794c908f7af00,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S114,1,1B,Denture Or Oral Appliance Question,What is the best patient-education response for denture or oral appliance question?,Give a final diagnosis to reduce uncertainty.,"Follow facility policy and patient-specific instructions, considering comfort and safety.",Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,B,1,Mouth appliances may affect comfort and procedures.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S114,Live,Not every mouth is the same.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,fec2a6cb719056f8,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S115,1,1B,Call Button Teaching,What is the best patient-education response for call button teaching?,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,"Explain how to request help for safety, comfort, or equipment concerns.",Promise a specific treatment outcome.,C,2,The patient needs to know how to reach staff.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S115,Live,A patient who can reach you is safer.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,87bcc4e1516dbff8,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S116,1,1B,Video Monitoring Concern,What is the best patient-education response for video monitoring concern?,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,Explain the purpose of video for safety and study interpretation according to policy.,D,3,Honest explanation supports trust and privacy awareness.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S116,Live,Be honest about video.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,3fec9e558b228751,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S117,1,1B,Pediatric Caregiver Role,What is the best patient-education response for pediatric caregiver role?,"Clarify caregiver expectations, safety rules, and how to contact the technologist.",Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,A,0,Caregivers need clear roles during pediatric studies.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S117,Live,A caregiver can help when they know the role.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,1cb36af8890ac71c,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S118,1,1B,Artifact Repairs During The Night,What is the best patient-education response for artifact repairs during the night?,Give a final diagnosis to reduce uncertainty.,Explain that some signals need repair so the study data remain usable.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,B,1,Signal repairs are normal and should not blame the patient.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S118,Live,Do not make the patient feel blamed.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,92df8d69b0066acb,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S119,1,1B,Morning Process,What is the best patient-education response for morning process?,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,"Explain sensor removal, paperwork, and the facility's results/follow-up process.",Promise a specific treatment outcome.,C,2,Morning discharge education completes the study process.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S119,Live,The study is not over until they know the next step.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,db83964e7380e9c2,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S120,1,1C,Pap Adherence Encouragement,What is the best patient-education response for PAP adherence encouragement?,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,Encourage reporting comfort issues to the care team and continuing follow-up as directed.,D,3,"Supportive, realistic education avoids promises and prescriptions.",Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Provide therapy support,RPSGT-B6-S120,Live,Comfort problems can often be addressed.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,7b32de8c1d2f7bc7,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S121,1,1B,Patient Asks If Snoring Means Apnea,What is the best patient-education response for patient asks if snoring means apnea?,Explain snoring is one reason for testing but results require scoring and clinical review.,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,A,0,General education is fine; diagnosis waits for review.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S121,Live,Do not diagnose from the doorway.,v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,f4436322e1424714,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S122,1,1B,Patient Feels Embarrassed By Wires,What is the best patient-education response for patient feels embarrassed by wires?,Give a final diagnosis to reduce uncertainty.,"Normalize the setup, explain the purpose, and maintain privacy and respect.",Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,B,1,Patients may feel vulnerable during PSG setup.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S122,Live,"The patient is a person, not a montage.",v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,46028fd769805e4f,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S123,1,1B,Caregiver Asks To Adjust Child Sensors Overnight,What is the best patient-education response for caregiver asks to adjust child sensors overnight?,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Explain that staff should handle sensor repairs and caregiver should call for help.,Promise a specific treatment outcome.,C,2,Caregivers should not be expected to troubleshoot PSG equipment.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S123,Live,"Let caregivers help by calling, not rewiring.",v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,5d3e96bd0263f047,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S124,1,1B,Patient Asks To Remove Mask When Anxious,What is the best patient-education response for patient asks to remove mask when anxious?,Give a final diagnosis to reduce uncertainty.,Dismiss the concern so the study can move faster.,Promise a specific treatment outcome.,"Coach use of the call system, pause as needed, and apply protocol-based comfort steps.",D,3,Patient distress should be handled supportively and safely.,Foundation,BRPT blueprint + BRPT handbook + AAST standard PSG guideline,Patient and caregiver education,RPSGT-B6-S124,Live,"Comfort first, then therapy progress.",v8.7.21 Batch 6,Patient Education,Application,"Review patient education, procedure explanation, comfort support, and scope boundaries.",https://brpt.org/rpsgt/exam-blueprint/; https://brpt.org/rpsgt/rpsgt-handbook/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,4bbbbfc4ce8c5054,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
RPSGT-B6-S125,2,2A,Reviewing The Physician Order Before Setup,Which preparation step is most appropriate for reviewing the physician order before setup?,"Confirm the correct study type, special instructions, and therapy parameters or protocols.",Skip the step if the patient is tired.,Wait until morning to address it.,Use the same approach for every patient without checking the order.,A,0,Order review helps ensure the correct test and protocol are performed.,Foundation,BRPT blueprint + AAST standard PSG guideline + AASM scoring manual,Determine technical preparation,RPSGT-B6-S125,Live,The order tells you what road you are on.,v8.7.21 Batch 6,Study Preparation,Application,"Review study preparation, order verification, signal checks, and procedure workflow.",https://brpt.org/rpsgt/exam-blueprint/; https://aastweb.org/wp-content/uploads/2025/03/AAST-PSG-Guideline-Final.pdf; https://aasm.org/clinical-resources/scoring-manual/,v8.7.22-approved-batch6-completion,USER_APPROVED_BATCH6_ALL_ITEMS,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,65d7f06cb50bcd60,True,v8.7.22-batch6-approved,Approved,User approved all Batch 6 questions for staging.
